product_slug,product_name,product_id,sku,reference_sku_private,mpn,mpn_status,brand,category,gtin,gtin_status,gtin_checksum_status,reference_price_private,currency,reference_availability_private,selling_price,availability,product_url,image_url,description,seller_brand,seller_legal_name,merchant_approved
microsoft-office-2019-professional-plus,MICROSOFT OFFICE 2019 PROFESSIONAL PLUS (WINDOWS),LP-56F50FD2CB,LP-56F50FD2CB,O2K19W,O2K19W,assignment_unverified,Microsoft,Home,760947047697,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2019-professional-plus/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2019-home-business-mac,MICROSOFT OFFICE 2019 HOME &amp; BUSINESS (MAC),LP-B9D5FAE5EA,LP-B9D5FAE5EA,M9SJ34,M9SJ34,assignment_unverified,Microsoft,Home,0760947037735,assignment_unverified,valid,24.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2019-home-business-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2019-home-and-student-windows,MICROSOFT OFFICE 2019 HOME AND STUDENT (WINDOWS),LP-9AB80BACD1,LP-9AB80BACD1,DD9F82,DD9F82,assignment_unverified,Microsoft,Home,0799366901372,assignment_unverified,valid,29,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2019-home-and-student-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2019-home-and-business-windows,MICROSOFT OFFICE 2019 HOME AND BUSINESS (WINDOWS),LP-601992328C,LP-601992328C,69DVM7,69DVM7,assignment_unverified,Microsoft,Home,0765756124898,assignment_unverified,valid,29,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2019-home-and-business-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2019-home-and-student-mac,MICROSOFT OFFICE 2019 HOME AND STUDENT (MAC),LP-D160AE11A7,LP-D160AE11A7,VMD453,VMD453,assignment_unverified,Microsoft,Microsoft Office 2019,4251604174512,assignment_unverified,valid,29,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2019-home-and-student-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2019-standard-windows,MICROSOFT OFFICE 2019 STANDARD (WINDOWS),LP-2524163B1C,LP-2524163B1C,V29XW6,V29XW6,assignment_unverified,Microsoft,Home,4260518146034,assignment_unverified,valid,14.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2019-standard-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2016-professional-windows,MICROSOFT OFFICE 2016 PROFESSIONAL PLUS (WINDOWS),LP-AC2F21507A,LP-AC2F21507A,CS942S,CS942S,assignment_unverified,Microsoft,Microsoft Office 2016,0760947046607,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2016-professional-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2016-home-student-windows,MICROSOFT OFFICE 2016 HOME &amp; STUDENT (WINDOWS),LP-8B5CB8D12B,LP-8B5CB8D12B,2DFE88,2DFE88,assignment_unverified,Microsoft,Microsoft Office 2016,0760947046591,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2016-home-student-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2016-home-business-mac,MICROSOFT OFFICE 2016 HOME &amp; BUSINESS (MAC),LP-97997ACF9C,LP-97997ACF9C,9SDV12,9SDV12,assignment_unverified,Microsoft,Home,0889842094589,assignment_unverified,valid,14.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2016-home-business-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2016-home-business-windows,MICROSOFT OFFICE 2016 HOME &amp; BUSINESS (WINDOWS),LP-59106BC299,LP-59106BC299,2M5A8W,2M5A8W,assignment_unverified,Microsoft,Home,0884095173586,assignment_unverified,valid,16.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2016-home-business-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2013-home-and-business-windows,MICROSOFT OFFICE 2013 HOME AND BUSINESS (WINDOWS),LP-E9F0FA94F3,LP-E9F0FA94F3,VD394Q,VD394Q,assignment_unverified,Microsoft,Home,0885370486322,assignment_unverified,valid,14,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2013-home-and-business-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2013-home-and-student-windows,MICROSOFT OFFICE 2013 HOME AND STUDENT (WINDOWS),LP-8ABDCFD506,LP-8ABDCFD506,CV0E74,CV0E74,assignment_unverified,Microsoft,Home,0885370455854,assignment_unverified,valid,11.99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2013-home-and-student-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2013-professional-plus,MICROSOFT OFFICE 2013 PROFESSIONAL PLUS,LP-CC0A1EC3F3,LP-CC0A1EC3F3,HW944Z,HW944Z,assignment_unverified,Microsoft,Home,0760947037988,assignment_unverified,valid,7.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2013-professional-plus/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2013-professional,MICROSOFT OFFICE 2013 PROFESSIONAL,LP-3C960A71C1,LP-3C960A71C1,D4S0Q2,D4S0Q2,assignment_unverified,Microsoft,Home,0885370457346,assignment_unverified,valid,11.99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2013-professional/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2013-standard-windows,MICROSOFT OFFICE 2013 STANDARD (WINDOWS),LP-20C80A9A28,LP-20C80A9A28,VD30R2,VD30R2,assignment_unverified,Microsoft,Home,0885370507423,assignment_unverified,valid,13.5,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2013-standard-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2011-home-and-business-per-mac,MICROSOFT OFFICE 2011 HOME AND BUSINESS PER MAC,LP-8618D7E84C,LP-8618D7E84C,VD0D33,VD0D33,assignment_unverified,Microsoft,Home,0885370486575,assignment_unverified,valid,14.99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2011-home-and-business-per-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2010-home-and-business-windows,MICROSOFT OFFICE 2010 HOME AND BUSINESS (WINDOWS),LP-0002FB1CC9,LP-0002FB1CC9,VSZP939,VSZP939,assignment_unverified,Microsoft,Home,0885370037470,assignment_unverified,valid,11.99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2010-home-and-business-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2010-home-and-student-windows,MICROSOFT OFFICE 2010 HOME AND STUDENT (WINDOWS),LP-05A8E2F375,LP-05A8E2F375,C0E4JJ2,C0E4JJ2,assignment_unverified,Microsoft,Home,0885370037159,assignment_unverified,valid,11.99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2010-home-and-student-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2010-professional-plus-windows,MICROSOFT OFFICE 2010 PROFESSIONAL PLUS (WINDOWS),LP-78F27B13A8,LP-78F27B13A8,054YVK,054YVK,assignment_unverified,Microsoft,Home,0700512960266,assignment_unverified,valid,7.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2010-professional-plus-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2010-professional-windows,MICROSOFT OFFICE 2010 PROFESSIONAL (WINDOWS),LP-82A0EC038C,LP-82A0EC038C,03RWF6,03RWF6,assignment_unverified,Microsoft,Home,0885370025828,assignment_unverified,valid,14,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2010-professional-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-2007-professional-plus-windows,MICROSOFT OFFICE 2007 PROFESSIONAL PLUS (WINDOWS),LP-F0180012CE,LP-F0180012CE,F0I37X,F0I37X,assignment_unverified,Microsoft,Microsoft Office 2007,0882224319393,assignment_unverified,valid,6.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-2007-professional-plus-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-365-pro-plus-windows-mac,MICROSOFT OFFICE 365 PRO PLUS (WINDOWS &amp; MAC),LP-3E2B87CDE9,LP-3E2B87CDE9,05PEW1,05PEW1,assignment_unverified,Microsoft,Microsoft Office 365,762223223252,assignment_unverified,valid,19,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-365-pro-plus-windows-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-365-business-essentials,MICROSOFT OFFICE 365 BUSINESS ESSENTIALS,LP-AE53AB48BD,LP-AE53AB48BD,WPG483,WPG483,assignment_unverified,Microsoft,Microsoft Office 365,4260358725895,assignment_unverified,valid,55,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-365-business-essentials/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-365-business-premium,MICROSOFT OFFICE 365 BUSINESS PREMIUM,LP-4AF5226F4A,LP-4AF5226F4A,4JMW69,4JMW69,assignment_unverified,Microsoft,Microsoft Office 365,0762223223290,assignment_unverified,valid,69,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-365-business-premium/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-365-enterprise-e3,MICROSOFT OFFICE 365 ENTERPRISE E3,LP-2CD69620C6,LP-2CD69620C6,BF2S82,BF2S82,assignment_unverified,Microsoft,Microsoft Office 365,4260518142067,assignment_unverified,valid,89,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-365-enterprise-e3/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-365-home-pc-e-mac,MICROSOFT OFFICE 365 HOME - PC E MAC,LP-24409595D3,LP-24409595D3,V398TX,V398TX,assignment_unverified,Microsoft,Microsoft Office 365,889842086768,assignment_unverified,valid,15,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-365-home-pc-e-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-office-365-personal-pc-o-mac,MICROSOFT OFFICE 365 PERSONAL - PC O MAC,LP-F191064109,LP-F191064109,S053LE,S053LE,assignment_unverified,Microsoft,Microsoft Office 365,0885370750010,assignment_unverified,valid,18,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-office-365-personal-pc-o-mac/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-outlook-2019-windows,MICROSOFT OUTLOOK 2019 (WINDOWS),LP-EFA29E1C78,LP-EFA29E1C78,439ERG,439ERG,assignment_unverified,Microsoft,Microsoft Office Outlook,787976988517,assignment_unverified,valid,18.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-outlook-2019-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-outlook-2016-windows,MICROSOFT OUTLOOK 2016 (WINDOWS),LP-0EC884DA68,LP-0EC884DA68,939IPW,939IPW,assignment_unverified,Microsoft,Microsoft Office Outlook,0787976988500,assignment_unverified,valid,11.99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-outlook-2016-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-project-professional-2019-windows,MICROSOFT PROJECT PROFESSIONAL 2019 (WINDOWS),LP-FEF1456887,LP-FEF1456887,M0EG44,M0EG44,assignment_unverified,Microsoft,Microsoft Project,889842336504,assignment_unverified,valid,24.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-project-professional-2019-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-project-standard-2019-windows,MICROSOFT PROJECT STANDARD 2019 (WINDOWS),LP-3B95E21279,LP-3B95E21279,BD40S2,BD40S2,assignment_unverified,Microsoft,Microsoft Project,0760947037766,assignment_unverified,valid,24.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-project-standard-2019-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-project-2016-professional-windows,MICROSOFT PROJECT PROFESSIONAL 2016 (WINDOWS),LP-B3AF53F41B,LP-B3AF53F41B,94PIA5,94PIA5,assignment_unverified,Microsoft,Microsoft Project,0717850096670,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-project-2016-professional-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-project-standard-2016-windows,MICROSOFT PROJECT STANDARD 2016 (WINDOWS),LP-4FE95CAF01,LP-4FE95CAF01,0W0EX9,0W0EX9,assignment_unverified,Microsoft,Microsoft Project,885370991215,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-project-standard-2016-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-project-professional-2013-windows,MICROSOFT PROJECT PROFESSIONAL 2013 (WINDOWS),LP-267D9FDAC4,LP-267D9FDAC4,VK395X,VK395X,assignment_unverified,Microsoft,Microsoft Project,0885370495188,assignment_unverified,valid,14.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-project-professional-2013-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-project-standard-2013-windows,MICROSOFT PROJECT STANDARD 2013 (WINDOWS),LP-D8E28256BB,LP-D8E28256BB,DS904Q,DS904Q,assignment_unverified,Microsoft,Microsoft Project,0760947046669,assignment_unverified,valid,14.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-project-standard-2013-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-project-professional-2010-windows,MICROSOFT PROJECT PROFESSIONAL 2010 (WINDOWS),LP-53AEDC2AE9,LP-53AEDC2AE9,782SGJ,782SGJ,assignment_unverified,Microsoft,Microsoft Project,0885370147131,assignment_unverified,valid,12.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-project-professional-2010-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-project-standard-2010-windows,MICROSOFT PROJECT STANDARD 2010 (WINDOWS),LP-2F1522DF90,LP-2F1522DF90,VAS316,VAS316,assignment_unverified,Microsoft,Microsoft Project,0760947046645,assignment_unverified,valid,12.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-project-standard-2010-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-visio-professional-2019-windows,MICROSOFT VISIO PROFESSIONAL 2019 (WINDOWS),LP-F58CF0EF8A,LP-F58CF0EF8A,VSN283,VSN283,assignment_unverified,Microsoft,Microsoft Visio,0889842336238,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-visio-professional-2019-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-visio-standard-2019-windows,MICROSOFT VISIO STANDARD 2019 (WINDOWS),LP-F8A1B99D2E,LP-F8A1B99D2E,E08UG8,E08UG8,assignment_unverified,Microsoft,Microsoft Visio,5056143125396,assignment_unverified,valid,19.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-visio-standard-2019-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-visio-professional-2016-windows,MICROSOFT VISIO PROFESSIONAL 2016 (WINDOWS),LP-75D938A88D,LP-75D938A88D,W38QR1,W38QR1,assignment_unverified,Microsoft,Microsoft Visio,760947046751,assignment_unverified,valid,14.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-visio-professional-2016-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-visio-standard-2016-windows,MICROSOFT VISIO STANDARD 2016 (WINDOWS),LP-5404B4AF83,LP-5404B4AF83,2IS04TH,2IS04TH,assignment_unverified,Microsoft,Microsoft Visio,885370991727,assignment_unverified,valid,14.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-visio-standard-2016-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-visio-professional-2013-windows,MICROSOFT VISIO PROFESSIONAL 2013 (WINDOWS),LP-59F5D9B02A,LP-59F5D9B02A,W0FD85,W0FD85,assignment_unverified,Microsoft,Microsoft Visio,885370454345,assignment_unverified,valid,12.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-visio-professional-2013-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-visio-standard-2013-windows,MICROSOFT VISIO STANDARD 2013 (WINDOWS),LP-96BEBA2CCF,LP-96BEBA2CCF,BE90W5,BE90W5,assignment_unverified,Microsoft,Microsoft Visio,0885370454765,assignment_unverified,valid,12.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-visio-standard-2013-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-visio-professional-2010-windows,MICROSOFT VISIO PROFESSIONAL 2010 (WINDOWS),LP-EA22B9925A,LP-EA22B9925A,5HK49X,5HK49X,assignment_unverified,Microsoft,Microsoft Visio,0760947046713,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-visio-professional-2010-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-visio-standard-2010-windows,MICROSOFT VISIO STANDARD 2010 (WINDOWS),LP-941DE52DF8,LP-941DE52DF8,C39I4P,C39I4P,assignment_unverified,Microsoft,Microsoft Visio,4250494902625,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-visio-standard-2010-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-access-2019-windows,MICROSOFT ACCESS 2019 (WINDOWS),LP-6B06F658CF,LP-6B06F658CF,39CI2S,39CI2S,assignment_unverified,Microsoft,Microsoft Access,760947037797,assignment_unverified,valid,14.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-access-2019-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-access-2016-windows,MICROSOFT ACCESS 2016 (WINDOWS),LP-E6B237F206,LP-E6B237F206,CWQ349,CWQ349,assignment_unverified,Microsoft,Microsoft Access,0760947036905,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-access-2016-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-publisher-2019-windows,MICROSOFT PUBLISHER 2019 (WINDOWS),LP-C49A4C54D8,LP-C49A4C54D8,C30CR5,C30CR5,assignment_unverified,Microsoft,Microsoft Publisher,5056143123736,assignment_unverified,valid,18.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-publisher-2019-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-publisher-2016-windows,MICROSOFT PUBLISHER 2016 (WINDOWS),LP-DFC74847E9,LP-DFC74847E9,C30CT6,C30CT6,assignment_unverified,Microsoft,Microsoft Publisher,0885370451085,assignment_unverified,valid,17.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-publisher-2016-windows/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-visual-studio-enterprise-2017,MICROSOFT VISUAL STUDIO ENTERPRISE 2017,LP-3CF0AA6DA8,LP-3CF0AA6DA8,951VDR,951VDR,assignment_unverified,Microsoft,Microsoft Visual Studio,0787976989682,assignment_unverified,valid,16.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-visual-studio-enterprise-2017/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-visual-studio-pro-2017,MICROSOFT VISUAL STUDIO PRO 2017,LP-168642CEF8,LP-168642CEF8,X0W1R2,X0W1R2,assignment_unverified,Microsoft,Microsoft Visual Studio,4260518141909,assignment_unverified,valid,46.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-visual-studio-pro-2017/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-10-enterprise-ltsc-2019,MICROSOFT WINDOWS 10 ENTERPRISE LTSC 2019,LP-262785F999,LP-262785F999,20CXO7,20CXO7,assignment_unverified,Microsoft,Microsoft Windows 10,760947038602,assignment_unverified,valid,19.99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-10-enterprise-ltsc-2019/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-10-enterprise-n-ltsc-2019,MICROSOFT WINDOWS 10 ENTERPRISE N LTSC 2019,LP-08F0461E3A,LP-08F0461E3A,C30R1F,C30R1F,assignment_unverified,Microsoft,Microsoft Windows 10,0885370938821,assignment_unverified,valid,29,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-10-enterprise-n-ltsc-2019/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-10-professional,MICROSOFT WINDOWS 10 PROFESSIONAL,LP-C8B461F5FD,LP-C8B461F5FD,XW93R1,XW93R1,assignment_unverified,Microsoft,Microsoft Windows 10,8853709208572,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-10-professional/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-10-home,MICROSOFT WINDOWS 10 HOME,LP-440A865EE2,LP-440A865EE2,6LXF05,6LXF05,assignment_unverified,Microsoft,Microsoft Windows 10,0885370918359,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-10-home/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-10-pro-n,MICROSOFT WINDOWS 10 PRO N,LP-780C3F357E,LP-780C3F357E,CJXS582,CJXS582,assignment_unverified,Microsoft,Microsoft Windows 10,0885370903959,assignment_unverified,valid,11.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-10-pro-n/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-10-home-n,MICROSOFT WINDOWS 10 HOME N,LP-8B8D4CD6F0,LP-8B8D4CD6F0,KJ29X3,KJ29X3,assignment_unverified,Microsoft,Microsoft Windows 10,0889842537093,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-10-home-n/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-10-enterprise,MICROSOFT WINDOWS 10 ENTERPRISE,LP-1587840C18,LP-1587840C18,OSW923,OSW923,assignment_unverified,Microsoft,Microsoft Windows 10,0787976988159,assignment_unverified,valid,12.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-10-enterprise/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-10-enterprise-ltsb,MICROSOFT WINDOWS 10 ENTERPRISE LTSB,LP-05809BE505,LP-05809BE505,VS9E64,VS9E64,assignment_unverified,Microsoft,Microsoft Windows 10,760947038022,assignment_unverified,valid,10.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-10-enterprise-ltsb/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-10-education,MICROSOFT WINDOWS 10 EDUCATION,LP-EB0AE50425,LP-EB0AE50425,V93RT6,V93RT6,assignment_unverified,Microsoft,Microsoft Windows 10,0702795226961,assignment_unverified,valid,15,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-10-education/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-8-pro,MICROSOFT WINDOWS 8 PRO,LP-8C866105F1,LP-8C866105F1,9IE26X,9IE26X,assignment_unverified,Microsoft,Microsoft Windows 8,0885370414899,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-8-pro/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-81,MICROSOFT WINDOWS 8.1,LP-3CB11D15A4,LP-3CB11D15A4,V873FI,V873FI,assignment_unverified,Microsoft,Microsoft Windows 8,0885370635652,assignment_unverified,valid,8.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-81/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-81-pro,MICROSOFT WINDOWS 8.1 PRO,LP-FF1ED95207,LP-FF1ED95207,93ITW7,93ITW7,assignment_unverified,Microsoft,Microsoft Windows 8,0885370637939,assignment_unverified,valid,7.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-81-pro/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
windows-81-enterprise,WINDOWS 8.1 ENTERPRISE,LP-18DE22F77E,LP-18DE22F77E,8LGY62,8LGY62,assignment_unverified,Microsoft,Microsoft Windows 8,0885370635690,assignment_unverified,valid,13.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/windows-81-enterprise/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-7-home-premium,MICROSOFT WINDOWS 7 HOME PREMIUM,LP-1D3BF9FE3A,LP-1D3BF9FE3A,673WJF,673WJF,assignment_unverified,Microsoft,Microsoft Windows 7,882224950961,assignment_unverified,valid,7.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-7-home-premium/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-7-professional,MICROSOFT WINDOWS 7 PROFESSIONAL,LP-D1EED2BDCB,LP-D1EED2BDCB,2JX95T,2JX95T,assignment_unverified,Microsoft,Microsoft Windows 7,0702795227418,assignment_unverified,valid,9.9,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-7-professional/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-7-ultimate,MICROSOFT WINDOWS 7 ULTIMATE,LP-8D793F9B8F,LP-8D793F9B8F,9AS5P7,9AS5P7,assignment_unverified,Microsoft,Microsoft Windows 7,0882224923415,assignment_unverified,valid,6.7,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-7-ultimate/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
microsoft-windows-7-enterprise,MICROSOFT WINDOWS 7 ENTERPRISE,LP-569118159C,LP-569118159C,2C94ME,2C94ME,assignment_unverified,Microsoft,Microsoft Windows 7,0760947037629,assignment_unverified,valid,13.99,EUR,InStock,,PendingReview,https://licenzpol.it/it/product/microsoft-windows-7-enterprise/,,,Licenzpol,DIGITALSOFT DI MUNSHI SHIHAB,False
